# R0 gamma  rhos  Rs  chi2 
7.5  1.5  0.0000  5.0000  98.0849
7.5  1.5  0.0000  5.3152  98.0849
7.5  1.5  0.0000  5.6503  98.0849
7.5  1.5  0.0000  6.0065  98.0849
7.5  1.5  0.0000  6.3852  98.0849
7.5  1.5  0.0000  6.7878  98.0849
7.5  1.5  0.0000  7.2157  98.0849
7.5  1.5  0.0000  7.6706  98.0849
7.5  1.5  0.0000  8.1542  98.0849
7.5  1.5  0.0000  8.6683  98.0849
7.5  1.5  0.0000  9.2148  98.0849
7.5  1.5  0.0000  9.7958  98.0849
7.5  1.5  0.0000  10.4133  98.0849
7.5  1.5  0.0000  11.0698  98.0849
7.5  1.5  0.0000  11.7677  98.0849
7.5  1.5  0.0000  12.5096  98.0849
7.5  1.5  0.0000  13.2983  98.0849
7.5  1.5  0.0000  14.1367  98.0849
7.5  1.5  0.0000  15.0279  98.0849
7.5  1.5  0.0000  15.9754  98.0849
7.5  1.5  0.0000  16.9825  98.0849
7.5  1.5  0.0000  18.0532  98.0849
7.5  1.5  0.0000  19.1914  98.0849
7.5  1.5  0.0000  20.4013  98.0849
7.5  1.5  0.0000  21.6875  98.0849
7.5  1.5  0.0000  23.0548  98.0849
7.5  1.5  0.0000  24.5083  98.0849
7.5  1.5  0.0000  26.0534  98.0849
7.5  1.5  0.0000  27.6959  98.0849
7.5  1.5  0.0000  29.4420  98.0849
7.5  1.5  0.0000  31.2982  98.0849
7.5  1.5  0.0000  33.2714  98.0849
7.5  1.5  0.0000  35.3690  98.0849
7.5  1.5  0.0000  37.5988  98.0849
7.5  1.5  0.0000  39.9692  98.0849
7.5  1.5  0.0000  42.4891  98.0849
7.5  1.5  0.0000  45.1678  98.0849
7.5  1.5  0.0000  48.0154  98.0849
7.5  1.5  0.0000  51.0425  98.0849
7.5  1.5  0.0000  54.2605  98.0849
7.5  1.5  0.0000  57.6813  98.0849
7.5  1.5  0.0000  61.3179  98.0849
